words,sen_len,tree_depth,top_const,tense,subjnum,objnum
the,2,7,2,2,2,1
city,2,7,2,2,2,1
looking,2,7,2,2,2,1
for,2,7,2,2,2,1
surfaces,2,7,2,2,2,1
to,2,7,2,2,2,1
plaster,2,7,2,2,2,1
their,2,7,2,2,2,1
plea,2,7,2,2,2,1
Missing,2,7,2,2,2,1
since,2,7,2,2,2,1
nine,2,7,2,2,2,1
eleven.,2,7,2,2,2,1
Gary's,2,7,1,2,1,1
face,2,7,1,2,1,1
looks,2,7,1,2,1,1
up,2,7,1,2,1,1
from,2,7,1,2,1,1
the,2,7,1,2,1,1
flier,2,7,1,2,1,1
"elated,",2,7,1,2,1,1
"graduating,",2,7,1,2,1,1
cap,2,7,1,2,1,1
and,2,7,1,2,1,1
gown,2,7,1,2,1,1
and,2,7,1,2,1,1
all.,2,7,1,2,1,1
They,2,7,1,2,2,1
tape,2,7,1,2,2,1
his,2,7,1,2,2,1
face,2,7,1,2,2,1
next,2,7,1,2,2,1
to,2,7,1,2,2,1
the,2,7,1,2,2,1
weathered,2,7,1,2,2,1
fliers,2,7,1,2,2,1
of,2,7,1,2,2,1
missing,2,7,1,2,2,1
"bankers,",2,7,1,2,2,1
"secretaries,",2,7,1,2,2,1
firefighters.,2,7,1,2,2,1
They,2,6,2,2,2,2
run,2,6,2,2,2,2
"out,",2,6,2,2,2,2
but,2,6,2,2,2,2
Gary's,2,6,2,2,2,2
mom,2,6,2,2,2,2
is,2,6,2,2,2,2
not,2,6,2,2,2,2
done.,2,6,2,2,2,2
She,2,6,1,2,1,1
pulls,2,6,1,2,1,1
Clara,2,6,1,2,1,1
into,2,6,1,2,1,1
the,2,6,1,2,1,1
Kinko's,2,6,1,2,1,1
on,2,6,1,2,1,1
seventy,2,6,1,2,1,1
second,2,6,1,2,1,1
and,2,6,1,2,1,1
Broadway.,2,6,1,2,1,1
I've,2,7,2,2,1,2
noticed,2,7,2,2,1,2
the,2,7,2,2,1,2
successful,2,7,2,2,1,2
"fliers,",2,7,2,2,1,2
how,2,7,2,2,1,2
they,2,7,2,2,1,2
do,2,7,2,2,1,2
"it,",2,7,2,2,1,2
she,2,7,2,2,1,2
whispers.,2,7,2,2,1,2
Successful,3,5,2,1,2,2
fliers.,3,5,2,1,2,2
asks,3,5,2,2,1,1
Clara.,3,5,2,2,1,1
The,1,7,1,2,1,1
hand,1,7,1,2,1,1
of,1,7,1,2,1,1
Gary's,1,7,1,2,1,1
mom,1,7,1,2,1,1
shakes.,1,7,1,2,1,1
She,2,7,2,2,1,1
pulls,2,7,2,2,1,1
a,2,7,2,2,1,1
faded,2,7,2,2,1,1
Polaroid,2,7,2,2,1,1
out,2,7,2,2,1,1
of,2,7,2,2,1,1
her,2,7,2,2,1,1
purse,2,7,2,2,1,1
"Gary,",2,7,2,2,1,1
the,2,7,2,2,1,1
"toddler,",2,7,2,2,1,1
bikes,2,7,2,2,1,1
on,2,7,2,2,1,1
the,2,7,2,2,1,1
grass.,2,7,2,2,1,1
Let's,2,7,2,2,2,1
add,2,7,2,2,2,1
this,2,7,2,2,2,1
photo,2,7,2,2,2,1
"next,",2,7,2,2,2,1
then,2,7,2,2,2,1
I,2,7,2,2,2,1
want,2,7,2,2,2,1
you,2,7,2,2,2,1
to,2,7,2,2,2,1
keep,2,7,2,2,2,1
itâ€¦,2,7,2,2,2,1
I'll,1,7,1,1,1,2
run,1,7,1,1,1,2
us,1,7,1,1,1,2
a,1,7,1,1,1,2
thousand,1,7,1,1,1,2
"copies,",1,7,1,1,1,2
ok.,1,7,1,1,1,2
Clara,3,5,1,2,1,1
says,3,5,1,2,1,1
softly.,3,5,1,2,1,1
The,1,6,2,1,2,2
successful,1,6,2,1,2,2
"fliers,",1,6,2,1,2,2
make,1,6,2,1,2,2
you,1,6,2,1,2,2
careâ€¦,1,6,2,1,2,2
Gary's,2,7,1,2,1,2
mom,2,7,1,2,1,2
locks,2,7,1,2,1,2
eyes,2,7,1,2,1,2
with,2,7,1,2,1,2
her,2,7,1,2,1,2
daughter,2,7,1,2,1,2
in,2,7,1,2,1,2
law.,2,7,1,2,1,2
We,2,7,2,2,2,2
need,2,7,2,2,2,2
people,2,7,2,2,2,2
to,2,7,2,2,2,2
careâ€¦,2,7,2,2,2,2
Clara,2,7,2,2,2,2
glances,2,7,2,2,2,2
at,2,7,2,2,2,2
Gary's,2,7,2,2,2,2
"mom,",2,7,2,2,2,2
a,2,7,2,2,2,2
few,2,7,2,2,2,2
steps,2,7,2,2,2,2
"ahead,",2,7,2,2,2,2
scouting,2,7,2,2,2,2
out,2,7,2,2,2,2
bulletin,2,7,2,2,2,2
boards.,2,7,2,2,2,2
Her,2,7,1,2,1,1
own,2,7,1,2,1,1
mother's,2,7,1,2,1,1
voice,2,7,1,2,1,1
comes,2,7,1,2,1,1
through,2,7,1,2,1,1
the,2,7,1,2,1,1
"cell,",2,7,1,2,1,1
clear,2,7,1,2,1,1
with,2,7,1,2,1,1
"purpose,",2,7,1,2,1,1
as,2,7,1,2,1,1
always,2,7,1,2,1,1
I'm,2,7,1,2,1,1
going,2,7,1,2,1,1
to,2,7,1,2,1,1
ask,2,7,1,2,1,1
you,2,7,1,2,1,1
again.,2,7,1,2,1,1
Have,1,7,2,2,1,2
you,1,7,2,2,1,2
told,1,7,2,2,1,2
them,1,7,2,2,1,2
about,1,7,2,2,1,2
Gary's,1,7,2,2,1,2
debts.,1,7,2,2,1,2
Mom,3,5,2,1,1,1
please.,3,5,2,1,1,1
He's,3,6,1,2,1,1
"dead,",3,6,1,2,1,1
Claraâ€¦,3,6,1,2,1,1
That,1,5,1,2,1,1
boy's,1,5,1,2,1,1
luck,1,5,1,2,1,1
is,1,5,1,2,1,1
over.,1,5,1,2,1,1
And,1,7,2,2,1,1
you're,1,7,2,2,1,1
stuck,1,7,2,2,1,1
with,1,7,2,2,1,1
all,1,7,2,2,1,1
of,1,7,2,2,1,1
his,1,7,2,2,1,1
debts.,1,7,2,2,1,1
They,1,7,1,2,2,2
don't,1,7,1,2,2,2
know,1,7,1,2,2,2
about,1,7,1,2,2,2
the,1,7,1,2,2,2
pending,1,7,1,2,2,2
divorce.,1,7,1,2,2,2
Think,2,7,2,2,1,1
about,2,7,2,2,1,1
the,2,7,2,2,1,1
rest,2,7,2,2,1,1
of,2,7,2,2,1,1
your,2,7,2,2,1,1
lifeâ€¦,2,7,2,2,1,1
says,2,7,2,2,1,1
her,2,7,2,2,1,1
mother.,2,7,2,2,1,1
They,3,5,1,1,2,1
got,3,5,1,1,2,1
money.,3,5,1,1,2,1
You,3,5,2,2,1,1
don'tâ€¦,3,5,2,2,1,1
In,2,7,2,2,1,1
the,2,7,2,2,1,1
"distance,",2,7,2,2,1,1
Gary's,2,7,2,2,1,1
mother,2,7,2,2,1,1
is,2,7,2,2,1,1
fighting,2,7,2,2,1,1
with,2,7,2,2,1,1
a,2,7,2,2,1,1
"janitor,",2,7,2,2,1,1
I,2,7,2,2,1,1
got,2,7,2,2,1,1
to,2,7,2,2,1,1
go!,2,7,2,2,1,1
Clara,1,5,2,2,1,1
"blurts,",1,5,2,2,1,1
and,1,5,2,2,1,1
she,1,5,2,2,1,1
runs.,1,5,2,2,1,1
This,2,7,2,2,1,1
bulletin,2,7,2,2,1,1
board,2,7,2,2,1,1
is,2,7,2,2,1,1
just,2,7,2,2,1,1
for,2,7,2,2,1,1
the,2,7,2,2,1,1
"church,",2,7,2,2,1,1
the,2,7,2,2,1,1
janitor,2,7,2,2,1,1
yells.,2,7,2,2,1,1
Enough,2,6,2,2,1,2
is,2,6,2,2,1,2
"enough,",2,6,2,2,1,2
I,2,6,2,2,1,2
clean,2,6,2,2,1,2
up,2,6,2,2,1,2
these,2,6,2,2,1,2
fliers,2,6,2,2,1,2
every,2,6,2,2,1,2
dayâ€¦,2,6,2,2,1,2
These,3,5,2,2,2,2
people,3,5,2,2,2,2
are,3,5,2,2,2,2
deadâ€¦,3,5,2,2,2,2
Clara,3,6,2,2,1,1
finds,3,6,2,2,1,1
herself,3,6,2,2,1,1
screaming,3,6,2,2,1,1
It's,2,7,2,2,1,1
her,2,7,2,2,1,1
sonâ€¦have,2,7,2,2,1,1
a,2,7,2,2,1,1
"heart,",2,7,2,2,1,1
and,2,7,2,2,1,1
"then,",2,7,2,2,1,1
she,2,7,2,2,1,1
suddenly,2,7,2,2,1,1
sees,2,7,2,2,1,1
it,2,7,2,2,1,1
A,2,7,2,2,1,1
missing,2,7,2,2,1,1
"flier,",2,7,2,2,1,1
"discarded,",2,7,2,2,1,1
on,2,7,2,2,1,1
the,2,7,2,2,1,1
ground.,2,7,2,2,1,1
It's,2,7,1,2,1,1
Margaret's,2,7,1,2,1,1
"face,",2,7,1,2,1,1
xeroxed,2,7,1,2,1,1
a,2,7,1,2,1,1
few,2,7,1,2,1,1
too,2,7,1,2,1,1
many,2,7,1,2,1,1
times.,2,7,1,2,1,1
Any,3,5,2,1,1,1
"information,",3,5,2,1,1,1
please,3,5,2,1,1,1
call.,3,5,2,1,1,1
Clara,1,5,2,2,1,1
picks,1,5,2,2,1,1
up,1,5,2,2,1,1
the,1,5,2,2,1,1
flierâ€¦,1,5,2,2,1,1
She,2,7,1,2,1,1
looks,2,7,1,2,1,1
at,2,7,1,2,1,1
Margaret,2,7,1,2,1,1
black,2,7,1,2,1,1
"dress,",2,7,1,2,1,1
and,2,7,1,2,1,1
white,2,7,1,2,1,1
pearls,2,7,1,2,1,1
and,2,7,1,2,1,1
her,2,7,1,2,1,1
elegance.,2,7,1,2,1,1
Mother,1,5,2,2,1,1
and,1,5,2,2,1,1
wife,1,5,2,2,1,1
says,1,5,2,2,1,1
the,1,5,2,2,1,1
flier.,1,5,2,2,1,1
"Please,",3,5,2,1,1,1
Call.,3,5,2,1,1,1
Sasha,2,7,1,2,1,1
stares,2,7,1,2,1,1
at,2,7,1,2,1,1
"Alexander,",2,7,1,2,1,1
as,2,7,1,2,1,1
if,2,7,1,2,1,1
staring,2,7,1,2,1,1
at,2,7,1,2,1,1
prey.,2,7,1,2,1,1
A,2,7,1,2,1,1
plastic,2,7,1,2,1,1
zip,2,7,1,2,1,1
lock,2,7,1,2,1,1
bag,2,7,1,2,1,1
with,2,7,1,2,1,1
Margaret's,2,7,1,2,1,1
purple,2,7,1,2,1,1
toothbrush,2,7,1,2,1,1
lies,2,7,1,2,1,1
on,2,7,1,2,1,1
the,2,7,1,2,1,1
bistro,2,7,1,2,1,1
table,2,7,1,2,1,1
between,2,7,1,2,1,1
them.,2,7,1,2,1,1
I,2,7,2,2,1,1
want,2,7,2,2,1,1
you,2,7,2,2,1,1
to,2,7,2,2,1,1
go,2,7,2,2,1,1
to,2,7,2,2,1,1
the,2,7,2,2,1,1
morgue,2,7,2,2,1,1
and,2,7,2,2,1,1
give,2,7,2,2,1,1
this,2,7,2,2,1,1
for,2,7,2,2,1,1
the,2,7,2,2,1,1
DNA,2,7,2,2,1,1
"sample,",2,7,2,2,1,1
she,2,7,2,2,1,1
says.,2,7,2,2,1,1
You,1,6,1,2,1,1
owe,1,6,1,2,1,1
this,1,6,1,2,1,1
to,1,6,1,2,1,1
Margaret.,1,6,1,2,1,1
You,2,7,1,2,1,1
have,2,7,1,2,1,1
to,2,7,1,2,1,1
be,2,7,1,2,1,1
part,2,7,1,2,1,1
of,2,7,1,2,1,1
trying,2,7,1,2,1,1
to,2,7,1,2,1,1
find,2,7,1,2,1,1
her.,2,7,1,2,1,1
Alexander,1,5,2,2,1,1
"sighs,",1,5,2,2,1,1
he,1,5,2,2,1,1
looks,1,5,2,2,1,1
so,1,5,2,2,1,1
much,1,5,2,2,1,1
older.,1,5,2,2,1,1
You,1,5,1,2,1,1
take,1,5,1,2,1,1
it,1,5,1,2,1,1
"in,",1,5,1,2,1,1
Sasha.,1,5,1,2,1,1
She,3,5,1,1,1,1
was,3,5,1,1,1,1
your,3,5,1,1,1,1
mom.,3,5,1,1,1,1
She,2,7,2,2,1,1
leans,2,7,2,2,1,1
"in,",2,7,2,2,1,1
all,2,7,2,2,1,1
she,2,7,2,2,1,1
wants,2,7,2,2,1,1
is,2,7,2,2,1,1
to,2,7,2,2,1,1
kill,2,7,2,2,1,1
him.,2,7,2,2,1,1
Alexander,3,5,1,2,1,1
gets,3,5,1,2,1,1
up.,3,5,1,2,1,1
Go,1,6,2,1,1,1
home,1,6,2,1,1,1
to,1,6,2,1,1,1
your,1,6,2,1,1,1
dad.,1,6,2,1,1,1
Sasha,2,7,1,2,1,1
grabs,2,7,1,2,1,1
the,2,7,1,2,1,1
toothbrush,2,7,1,2,1,1
and,2,7,1,2,1,1
shoves,2,7,1,2,1,1
it,2,7,1,2,1,1
in,2,7,1,2,1,1
her,2,7,1,2,1,1
purse.,2,7,1,2,1,1
You,2,7,2,1,1,1
broke,2,7,2,1,1,1
Margaret's,2,7,2,1,1,1
heart,2,7,2,1,1,1
when,2,7,2,1,1,1
you,2,7,2,1,1,1
slept,2,7,2,1,1,1
with,2,7,2,1,1,1
"me,",2,7,2,1,1,1
she,2,7,2,1,1,1
hisses.,2,7,2,1,1,1
I,1,7,1,2,1,1
hope,1,7,1,2,1,1
her,1,7,1,2,1,1
ghost,1,7,1,2,1,1
haunts,1,7,1,2,1,1
you,1,7,1,2,1,1
forever.,1,7,1,2,1,1
Alexander,1,6,1,2,1,1
leaves,1,6,1,2,1,1
a,1,6,1,2,1,1
twenty,1,6,1,2,1,1
for,1,6,1,2,1,1
their,1,6,1,2,1,1
coffees.,1,6,1,2,1,1
He,1,7,1,2,1,1
doesn't,1,7,1,2,1,1
wait,1,7,1,2,1,1
for,1,7,1,2,1,1
the,1,7,1,2,1,1
change.,1,7,1,2,1,1
Sasha,2,7,1,2,1,1
can,2,7,1,2,1,1
hear,2,7,1,2,1,1
her,2,7,1,2,1,1
heart,2,7,1,2,1,1
beating,2,7,1,2,1,1
out,2,7,1,2,1,1
of,2,7,1,2,1,1
control,2,7,1,2,1,1
as,2,7,1,2,1,1
she,2,7,1,2,1,1
moves,2,7,1,2,1,1
to,2,7,1,2,1,1
the,2,7,1,2,1,1
bar.,2,7,1,2,1,1
The,1,6,1,2,1,1
barman,1,6,1,2,1,1
asks,1,6,1,2,1,1
for,1,6,1,2,1,1
ID.,1,6,1,2,1,1
I,2,7,2,2,1,1
bet,2,7,2,2,1,1
you,2,7,2,2,1,1
didn't,2,7,2,2,1,1
get,2,7,2,2,1,1
to,2,7,2,2,1,1
"celebrate,",2,7,2,2,1,1
he,2,7,2,2,1,1
says,2,7,2,2,1,1
as,2,7,2,2,1,1
he,2,7,2,2,1,1
looks,2,7,2,2,1,1
at,2,7,2,2,1,1
the,2,7,2,2,1,1
date,2,7,2,2,1,1
September,2,7,2,2,1,1
eighteenth,2,7,2,2,1,1
He,2,7,1,2,1,1
slides,2,7,1,2,1,1
over,2,7,1,2,1,1
a,2,7,1,2,1,1
dirty,2,7,1,2,1,1
"martini,",2,7,1,2,1,1
and,2,7,1,2,1,1
shrugs,2,7,1,2,1,1
off,2,7,1,2,1,1
her,2,7,1,2,1,1
money.,2,7,1,2,1,1
He,2,7,2,2,1,1
tries,2,7,2,2,1,1
to,2,7,2,2,1,1
pick,2,7,2,2,1,1
her,2,7,2,2,1,1
"up,",2,7,2,2,1,1
but,2,7,2,2,1,1
she,2,7,2,2,1,1
doesn't,2,7,2,2,1,1
let,2,7,2,2,1,1
him.,2,7,2,2,1,1
I,1,7,1,1,1,1
couldn't,1,7,1,1,1,1
have,1,7,1,1,1,1
made,1,7,1,1,1,1
it,1,7,1,1,1,1
without,1,7,1,1,1,1
Clara,1,7,1,1,1,1
today.,1,7,1,1,1,1
Gary's,2,7,1,2,1,1
mom,2,7,1,2,1,1
cuts,2,7,1,2,1,1
a,2,7,1,2,1,1
thick,2,7,1,2,1,1
slice,2,7,1,2,1,1
of,2,7,1,2,1,1
coffee,2,7,1,2,1,1
cake.,2,7,1,2,1,1
Even,2,7,2,2,1,1
in,2,7,2,2,1,1
deep,2,7,2,2,1,1
"grief,",2,7,2,2,1,1
she,2,7,2,2,1,1
serves,2,7,2,2,1,1
tea,2,7,2,2,1,1
with,2,7,2,2,1,1
linen,2,7,2,2,1,1
napkins,2,7,2,2,1,1
and,2,7,2,2,1,1
china.,2,7,2,2,1,1
All,1,6,2,2,1,1
around,1,6,2,2,1,1
Clara,1,6,2,2,1,1
sit,1,6,2,2,1,1
photos,1,6,2,2,1,1
of,1,6,2,2,1,1
Gary.,1,6,2,2,1,1
Cards,1,6,2,1,2,2
of,1,6,2,1,2,2
"sympathy,",1,6,2,1,2,2
supported,1,6,2,1,2,2
on,1,6,2,1,2,2
tables.,1,6,2,1,2,2
An,2,7,2,1,1,1
email,2,7,2,1,1,1
card,2,7,2,1,1,1
from,2,7,2,1,1,1
the,2,7,2,1,1,1
graduating,2,7,2,1,1,1
class,2,7,2,1,1,1
of,2,7,2,1,1,1
UCLA.,2,7,2,1,1,1
A,2,6,2,1,1,1
bouquet,2,6,2,1,1,1
of,2,6,2,1,1,1
white,2,6,2,1,1,1
"orchids,",2,6,2,1,1,1
from,2,6,2,1,1,1
Jeannie,2,6,2,1,1,1
and,2,6,2,1,1,1
Tommy.,2,6,2,1,1,1
Clara,3,5,1,2,1,1
feels,3,5,1,2,1,1
sick.,3,5,1,2,1,1
The,1,6,1,2,1,1
coffeecake,1,6,1,2,1,1
rises,1,6,1,2,1,1
to,1,6,1,2,1,1
her,1,6,1,2,1,1
throat.,1,6,1,2,1,1
This,2,7,2,2,1,1
is,2,7,2,2,1,1
the,2,7,2,2,1,1
third,2,7,2,2,1,1
time,2,7,2,2,1,1
you've,2,7,2,2,1,1
been,2,7,2,2,1,1
sick,2,7,2,2,1,1
"today,",2,7,2,2,1,1
says,2,7,2,2,1,1
Gary's,2,7,2,2,1,1
mom.,2,7,2,2,1,1
Your,1,5,1,2,2,2
nerves,1,5,1,2,2,2
are,1,5,1,2,2,2
a,1,5,1,2,2,2
wreck.,1,5,1,2,2,2
You,1,7,1,2,1,1
want,1,7,1,2,1,1
some,1,7,1,2,1,1
of,1,7,1,2,1,1
my,1,7,1,2,1,1
Xanax.,1,7,1,2,1,1
When,2,7,2,2,1,1
she's,2,7,2,2,1,1
done,2,7,2,2,1,1
throwing,2,7,2,2,1,1
"up,",2,7,2,2,1,1
Clara,2,7,2,2,1,1
remembers,2,7,2,2,1,1
to,2,7,2,2,1,1
clean,2,7,2,2,1,1
everything,2,7,2,2,1,1
"well,",2,7,2,2,1,1
(underneath,2,7,2,2,1,1
the,2,7,2,2,1,1
toilet,2,7,2,2,1,1
"seat,",2,7,2,2,1,1
always,2,7,2,2,1,1
check,2,7,2,2,1,1
"that,)",2,7,2,2,1,1
before,2,7,2,2,1,1
she,2,7,2,2,1,1
settles,2,7,2,2,1,1
back,2,7,2,2,1,1
in.,2,7,2,2,1,1
I,1,7,2,2,1,1
know,1,7,2,2,1,1
he's,1,7,2,2,1,1
not,1,7,2,2,1,1
"dead,",1,7,2,2,1,1
Gary's,1,7,2,2,1,1
mother,1,7,2,2,1,1
says.,1,7,2,2,1,1
Someone's,1,7,1,2,1,1
bound,1,7,1,2,1,1
to,1,7,1,2,1,1
come,1,7,1,2,1,1
forwardâ€¦,1,7,1,2,1,1
The,1,5,2,2,1,1
new,1,5,2,2,1,1
flier's,1,5,2,2,1,1
much,1,5,2,2,1,1
better.,1,5,2,2,1,1
Clara,2,7,1,2,1,1
feels,2,7,1,2,1,1
the,2,7,1,2,1,1
stare,2,7,1,2,1,1
of,2,7,1,2,1,1
Gary's,2,7,1,2,1,1
father,2,7,1,2,1,1
rising,2,7,1,2,1,1
up,2,7,1,2,1,1
from,2,7,1,2,1,1
The,2,7,1,2,1,1
New,2,7,1,2,1,1
York,2,7,1,2,1,1
Times.,2,7,1,2,1,1
I,2,7,1,2,1,1
really,2,7,1,2,1,1
think,2,7,1,2,1,1
you,2,7,1,2,1,1
should,2,7,1,2,1,1
make,2,7,1,2,1,1
some,2,7,1,2,1,1
arrangements,2,7,1,2,1,1
and,2,7,1,2,1,1
stay,2,7,1,2,1,1
with,2,7,1,2,1,1
us,2,7,1,2,1,1
for,2,7,1,2,1,1
a,2,7,1,2,1,1
while.,2,7,1,2,1,1
Clara,3,6,1,2,1,1
hugs,3,6,1,2,1,1
Gary's,3,6,1,2,1,1
mom.,3,6,1,2,1,1
I,2,7,2,2,1,1
can't,2,7,2,2,1,1
give,2,7,2,2,1,1
"up,",2,7,2,2,1,1
yet,2,7,2,2,1,1
the,2,7,2,2,1,1
old,2,7,2,2,1,1
woman,2,7,2,2,1,1
whispers.,2,7,2,2,1,1
If,1,7,2,1,1,1
you,1,7,2,1,1,1
were,1,7,2,1,1,1
a,1,7,2,1,1,1
"mother,",1,7,2,1,1,1
you'd,1,7,2,1,1,1
knowâ€¦,1,7,2,1,1,1
If,1,7,2,1,1,1
you,1,7,2,1,1,1
were,1,7,2,1,1,1
a,1,7,2,1,1,1
motherâ€¦,1,7,2,1,1,1
Clara,1,7,2,1,1,1
shivers.,1,7,2,1,1,1
Clara,1,5,1,2,1,1
walks,1,5,1,2,1,1
the,1,5,1,2,1,1
empty,1,5,1,2,1,1
Walmart,1,5,1,2,1,1
aisles.,1,5,1,2,1,1
It's,1,6,1,2,1,1
nine,1,6,1,2,1,1
thirty,1,6,1,2,1,1
at,1,6,1,2,1,1
night.,1,6,1,2,1,1
Halloween,3,5,2,1,1,1
masks,3,5,2,1,1,1
and,3,5,2,1,1,1
candy.,3,5,2,1,1,1
Plastic,1,6,2,2,1,2
lanterns,1,6,2,2,1,2
for,1,6,2,2,1,2
the,1,6,2,2,1,2
plastic,1,6,2,2,1,2
deadâ€¦,1,6,2,2,1,2
she's,1,6,2,2,1,2
looking.,1,6,2,2,1,2
stops,1,7,2,2,1,1
in,1,7,2,2,1,1
front,1,7,2,2,1,1
of,1,7,2,2,1,1
the,1,7,2,2,1,1
pregnancy,1,7,2,2,1,1
tests.,1,7,2,2,1,1
She,1,7,1,1,1,2
can't,1,7,1,1,1,2
keep,1,7,1,1,1,2
ignoring,1,7,1,1,1,2
the,1,7,1,1,1,2
facts.,1,7,1,1,1,2
The,1,6,1,2,1,1
test,1,6,1,2,1,1
sits,1,6,1,2,1,1
alone,1,6,1,2,1,1
in,1,6,1,2,1,1
her,1,6,1,2,1,1
basket.,1,6,1,2,1,1
At,2,7,2,2,1,1
the,2,7,2,2,1,1
"cashier's,",2,7,2,2,1,1
she,2,7,2,2,1,1
opens,2,7,2,2,1,1
her,2,7,2,2,1,1
purse,2,7,2,2,1,1
and,2,7,2,2,1,1
Margaret's,2,7,2,2,1,1
face,2,7,2,2,1,1
stares,2,7,2,2,1,1
at,2,7,2,2,1,1
her,2,7,2,2,1,1
from,2,7,2,2,1,1
the,2,7,2,2,1,1
flier.,2,7,2,2,1,1
"Haunted,",2,7,2,1,1,1
Clara,2,7,2,1,1,1
walks,2,7,2,1,1,1
the,2,7,2,1,1,1
half,2,7,2,1,1,1
block,2,7,2,1,1,1
back,2,7,2,1,1,1
to,2,7,2,1,1,1
her,2,7,2,1,1,1
hotel.,2,7,2,1,1,1
Excuse,3,5,2,1,1,1
"me,",3,5,2,1,1,1
Missâ€¦,3,5,2,1,1,1
The,2,7,1,2,2,1
employees,2,7,1,2,2,1
at,2,7,1,2,2,1
reception,2,7,1,2,2,1
surround,2,7,1,2,2,1
her,2,7,1,2,2,1
with,2,7,1,2,2,1
an,2,7,1,2,2,1
afterglow,2,7,1,2,2,1
of,2,7,1,2,2,1
pity.,2,7,1,2,2,1
Someone's,1,7,1,2,1,1
waiting,1,7,1,2,1,1
for,1,7,1,2,1,1
you,1,7,1,2,1,1
at,1,7,1,2,1,1
the,1,7,1,2,1,1
bar.,1,7,1,2,1,1
Gary's,3,5,1,2,1,1
father,3,5,1,2,1,1
stands,3,5,1,2,1,1
up.,3,5,1,2,1,1
A,1,6,2,2,1,1
"businessman,",1,6,2,2,1,1
he,1,6,2,2,1,1
cuts,1,6,2,2,1,1
to,1,6,2,2,1,1
the,1,6,2,2,1,1
chase.,1,6,2,2,1,1
I,1,7,2,1,1,1
had,1,7,2,1,1,1
Gary's,1,7,2,1,1,1
correspondence,1,7,2,1,1,1
forwarded,1,7,2,1,1,1
to,1,7,2,1,1,1
me.,1,7,2,1,1,1
I,2,7,2,1,1,1
found,2,7,2,1,1,1
a,2,7,2,1,1,1
letter,2,7,2,1,1,1
from,2,7,2,1,1,1
a,2,7,2,1,1,1
lawyer,2,7,2,1,1,1
you,2,7,2,1,1,1
hired.,2,7,2,1,1,1
"Zimmler,",3,5,2,2,1,1
is,3,5,2,2,1,1
that,3,5,2,2,1,1
right.,3,5,2,2,1,1
Gary's,3,5,1,2,1,1
father,3,5,1,2,1,1
is,3,5,1,2,1,1
shaking.,3,5,1,2,1,1
She's,2,7,2,2,1,1
been,2,7,2,2,1,1
dreading,2,7,2,2,1,1
these,2,7,2,2,1,1
words,2,7,2,2,1,1
Fooling,2,7,2,2,1,1
me,2,7,2,2,1,1
and,2,7,2,2,1,1
my,2,7,2,2,1,1
wife,2,7,2,2,1,1
in,2,7,2,2,1,1
our,2,7,2,2,1,1
grief.,2,7,2,2,1,1
I,2,7,2,2,1,1
don't,2,7,2,2,1,1
want,2,7,2,2,1,1
to,2,7,2,2,1,1
see,2,7,2,2,1,1
you,2,7,2,2,1,1
"again,",2,7,2,2,1,1
you,2,7,2,2,1,1
go,2,7,2,2,1,1
back,2,7,2,2,1,1
to,2,7,2,2,1,1
"LA,",2,7,2,2,1,1
as,2,7,2,2,1,1
you,2,7,2,2,1,1
planned.,2,7,2,2,1,1
It,1,5,2,2,1,1
all,1,5,2,2,1,1
makes,1,5,2,2,1,1
sense,1,5,2,2,1,1
now.,1,5,2,2,1,1
You,1,6,1,2,1,1
don't,1,6,1,2,1,1
give,1,6,1,2,1,1
a,1,6,1,2,1,1
damn.,1,6,1,2,1,1
Clara,3,5,1,2,1,1
sits,3,5,1,2,1,1
down.,3,5,1,2,1,1
Too,3,7,2,1,1,1
exhausted,3,7,2,1,1,1
to,3,7,2,1,1,1
cry.,3,7,2,1,1,1
The,2,7,1,2,1,1
hotel,2,7,1,2,1,1
clerk,2,7,1,2,1,1
brings,2,7,1,2,1,1
her,2,7,1,2,1,1
a,2,7,1,2,1,1
glass,2,7,1,2,1,1
of,2,7,1,2,1,1
red,2,7,1,2,1,1
wine.,2,7,1,2,1,1
On,2,6,2,1,1,1
the,2,6,2,1,1,1
"house,",2,6,2,1,1,1
and,2,6,2,1,1,1
she,2,6,2,1,1,1
can,2,6,2,1,1,1
feel,2,6,2,1,1,1
his,2,6,2,1,1,1
compassion.,2,6,2,1,1,1
Steven,2,7,2,2,1,1
opens,2,7,2,2,1,1
the,2,7,2,2,1,1
door,2,7,2,2,1,1
of,2,7,2,2,1,1
his,2,7,2,2,1,1
office,2,7,2,2,1,1
to,2,7,2,2,1,1
lead,2,7,2,2,1,1
out,2,7,2,2,1,1
a,2,7,2,2,1,1
patient,2,7,2,2,1,1
and,2,7,2,2,1,1
Clara's,2,7,2,2,1,1
right,2,7,2,2,1,1
"there,",2,7,2,2,1,1
waiting,2,7,2,2,1,1
on,2,7,2,2,1,1
the,2,7,2,2,1,1
soft,2,7,2,2,1,1
maroon,2,7,2,2,1,1
couch.,2,7,2,2,1,1
For,1,5,2,2,1,1
one,1,5,2,2,1,1
crazy,1,5,2,2,1,1
double,1,5,2,2,1,1
take,1,5,2,2,1,1
moment,1,5,2,2,1,1
he,1,5,2,2,1,1
thinks,1,5,2,2,1,1
Is,2,7,2,2,1,1
she,2,7,2,2,1,1
here,2,7,2,2,1,1
because,2,7,2,2,1,1
I,2,7,2,2,1,1
never,2,7,2,2,1,1
